1.3,2.7,64.87,0
0.0,2.5,38.43,0
0.0,1.8,44.39,0
1.9,1.9,48.91,0
3.6,1.6,53.43,0
5.8,2.2,53.87,0
5.6,2.2,50.3,0
3.0,1.7,44.3,0
3.3,2.3,44.91,0
1.4,1.5,53.57,0
1.4,1.6,62.22,0
1.8,2.2,77.57,0
10.0,2.5,82.78,0
9.8,2.5,47.61,0
10.0,2.8,65.57,0
2.8,2.7,58.91,0
8.8,1.8,55.65,0
1.1,2.0,66.57,0
6.3,2.5,38.43,0
0.3,3.7,38.35,0
2.0,1.8,59.87,0
7.5,2.6,93.17,0
5.3,2.7,67.17,0
1.0,4.6,62.91,0
1.6,2.1,61.78,0
8.5,2.5,79.61,0
0.0,3.5,48.83,0
1.0,2.4,53.65,0
5.5,2.5,44.52,0
3.0,2.2,61.43,0
0.9,2.0,50.83,0
2.3,1.8,70.78,0
3.6,1.6,79.74,0
3.4,1.5,68.04,0
0.3,2.5,43.83,0
6.5,2.5,49.83,0
6.1,2.2,74.09,0
3.4,1.8,71.96,0
6.9,1.8,61.35,0
7.3,2.3,50.78,0
1.6,2.7,46.13,0
3.9,2.5,65.7,0
5.4,2.7,60.0,0
5.0,1.8,44.3,0
9.9,1.5,44.17,0
3.9,3.3,64.43,0
0.0,3.3,60.7,0
0.1,2.1,66.09,0
5.5,2.2,60.26,0
2.5,1.9,33.7,0
1.8,3.0,32.17,0
0.0,2.9,36.0,0
0.0,2.1,33.57,0
0.0,1.9,48.96,0
5.5,2.0,49.22,0
5.4,3.1,89.26,0
0.0,2.8,75.57,0
3.8,2.1,65.52,0
4.8,1.9,62.0,0
0.0,1.7,69.13,0
1.1,2.1,70.61,0
2.1,2.3,61.7,0
7.0,2.0,59.48,0
5.1,2.3,56.52,0
0.0,2.1,62.22,0
5.9,2.4,52.52,0
5.9,3.7,55.39,0
3.1,3.2,62.26,0
3.4,2.9,71.39,0
6.4,3.0,66.0,0
5.5,2.4,53.7,0
8.0,1.7,44.83,0
1.9,2.6,50.74,0
0.4,2.1,47.78,0
2.8,1.6,72.65,0
1.1,1.7,68.52,0
6.4,1.8,53.87,0
5.6,2.5,63.61,0
8.0,2.3,60.26,0
4.1,2.3,67.22,0
0.8,3.6,60.87,0
1.1,2.3,68.57,0
2.9,2.1,95.78,0
0.3,1.9,63.26,0
1.1,2.2,47.78,0
0.0,2.1,40.78,0
1.8,1.8,33.48,0
0.4,2.4,35.48,0
4.1,2.3,78.87,0
9.1,2.6,67.96,0
10.0,3.4,47.96,0
9.8,2.5,49.57,0
1.5,2.9,49.7,0
0.4,3.2,34.7,0
0.0,2.5,38.52,0
2.6,2.7,48.91,0
6.5,3.6,45.78,0
0.8,2.7,67.52,0
5.1,1.8,75.43,0
8.1,1.6,56.96,0
7.4,2.2,61.78,0
6.9,2.5,59.61,0
6.1,2.0,57.0,0
6.4,2.7,63.09,0
2.3,2.4,65.83,0
9.5,2.4,56.52,0
3.8,2.5,43.96,0
7.6,2.6,37.87,0
8.0,2.1,42.74,0
5.8,2.7,40.74,0
9.4,1.9,51.04,0
4.5,3.1,49.96,0
0.5,1.9,60.35,0
6.4,2.1,66.26,0
9.6,2.9,50.96,0
6.1,3.3,82.26,0
3.0,2.5,80.04,0
6.6,2.1,68.91,0
4.5,2.1,57.96,0
7.9,2.1,80.39,0
10.0,2.5,65.13,0
9.3,5.4,47.65,0
7.1,2.6,59.13,0
2.4,2.2,66.3,0
0.9,2.3,51.09,0
2.5,1.8,67.78,0
2.9,2.3,51.17,0
5.0,1.8,37.48,0
3.6,2.0,53.57,0
1.6,2.0,59.87,0
2.0,2.4,78.09,0
2.1,2.5,97.43,0
4.6,3.4,92.74,0
7.1,2.1,73.39,0
2.4,2.3,52.22,0
5.0,3.0,56.57,0
9.0,3.0,86.43,0
6.3,1.9,70.04,0
0.6,2.2,65.0,0
7.0,2.0,58.83,0
5.4,2.4,70.65,0
7.0,2.1,60.17,0
9.6,1.7,81.7,0
10.0,1.8,86.74,0
6.8,1.6,78.43,0
6.5,2.2,71.91,0
6.5,2.5,79.7,0
8.3,1.9,74.96,0
3.5,2.3,64.78,1
2.1,2.7,80.61,0
3.3,2.4,69.87,0
4.4,2.6,66.83,0
6.1,2.6,70.17,0
8.9,2.1,71.48,0
8.4,2.4,69.39,0
4.6,2.0,59.0,0
6.9,2.3,65.13,0
6.1,2.2,84.09,0
6.6,1.7,74.83,0
3.9,2.2,72.3,1
4.1,1.5,69.83,0
2.9,2.1,79.57,0
0.9,2.1,60.09,0
4.4,2.0,70.22,0
3.4,2.0,91.48,0
3.3,2.2,73.52,0
8.8,1.9,72.87,0
9.4,2.1,67.83,0
6.3,2.2,65.74,0
5.0,1.5,70.61,0
1.5,2.0,71.78,0
5.8,2.1,67.96,0
10.0,2.9,78.57,0
6.5,3.2,72.57,1
8.1,2.5,77.0,0
10.0,2.3,78.74,0
7.4,1.8,79.04,0
1.4,2.0,70.91,1
6.6,1.9,64.0,0
4.9,1.8,77.74,0
9.8,2.3,97.35,0
5.9,3.7,80.65,0
6.3,2.7,74.09,1
4.1,2.3,77.17,0
7.6,2.2,83.13,1
8.8,2.0,77.43,0
7.3,2.3,78.61,0
9.4,1.9,86.57,0
9.4,1.5,75.35,1
10.0,1.6,75.96,1
10.0,2.9,71.26,1
9.9,3.0,70.87,1
9.3,2.3,67.78,0
9.0,1.7,63.48,1
8.0,1.4,61.96,0
2.3,1.7,77.78,1
2.9,1.8,76.7,1
2.3,1.8,64.83,1
6.6,2.6,59.65,1
10.0,2.1,61.09,1
7.3,2.0,58.3,1
7.1,2.7,55.74,1
7.6,2.2,54.91,0
5.9,1.9,60.13,1
3.3,2.1,66.96,1
4.4,2.0,70.04,1
4.8,1.9,62.83,1
6.4,1.7,70.52,1
4.1,1.9,81.48,0
4.0,2.1,83.09,0
3.9,2.1,77.35,1
4.3,1.9,70.35,1
2.8,2.0,67.87,1
5.8,1.7,68.83,1
4.4,2.7,66.0,1
2.4,2.9,75.61,1
8.0,3.2,62.83,1
10.0,3.7,62.17,1
10.0,2.3,70.09,1
8.9,1.9,67.74,1
8.3,1.7,70.83,1
4.0,1.6,64.35,0
6.5,2.3,59.35,1
4.5,2.1,60.96,1
4.6,1.7,63.52,1
3.1,1.9,70.7,1
3.9,1.9,57.87,0
7.3,1.6,61.96,0
6.6,2.4,87.48,0
9.0,2.4,81.52,0
9.6,2.2,89.3,0
9.0,2.8,94.04,0
5.0,2.6,86.22,0
6.4,1.8,85.39,0
8.9,1.8,83.61,0
10.0,3.3,80.61,0
9.4,2.1,81.83,0
9.8,1.1,77.96,0
6.0,1.3,91.87,0
0.5,2.0,84.48,0
4.6,1.6,70.13,0
8.1,2.2,60.91,0
9.1,1.8,57.43,0
6.4,1.8,60.39,0
1.1,2.4,67.3,0
0.0,2.5,98.17,0
0.4,2.3,81.43,0
3.3,1.8,76.61,1
6.1,1.6,75.52,0
6.5,1.9,73.13,1
7.4,1.5,64.0,0
9.9,1.8,67.48,0
7.6,2.4,63.35,0
9.8,2.6,57.48,0
9.9,1.7,60.57,0
8.0,1.4,61.7,0
3.8,1.9,64.39,0
8.6,1.6,63.74,0
9.4,2.7,63.57,0
7.1,2.3,83.09,0
2.0,1.7,79.7,0
4.6,2.5,67.13,0
5.4,2.9,67.57,0
9.6,2.3,72.74,0
10.0,2.4,63.96,0
9.1,1.8,65.52,0
5.0,2.0,73.7,0
7.1,1.4,93.65,0
6.1,2.2,83.78,0
0.1,2.4,74.91,0
2.0,1.7,76.96,0
4.9,1.7,70.39,0
5.8,2.1,79.7,0
2.3,2.6,82.0,0
5.6,1.6,92.22,0
7.8,2.1,85.3,0
8.4,2.5,91.26,0
6.0,1.9,83.17,0
0.0,1.6,89.35,0
0.5,1.7,79.17,0
4.1,1.5,66.7,0
7.6,1.5,65.87,0
5.5,1.4,73.57,0
2.0,2.0,74.48,0
0.0,1.7,54.57,0
1.1,1.7,61.7,0
5.8,1.8,71.91,0
9.0,2.4,77.09,0
4.6,2.9,75.57,0
7.9,2.8,70.35,0
5.6,2.6,79.65,0
9.1,3.3,69.26,0
9.4,4.9,61.17,0
1.6,3.2,57.74,0
2.6,1.7,80.87,0
5.6,2.1,81.74,0
1.1,3.9,72.96,0
1.9,2.2,61.04,0
0.0,2.2,55.96,0
0.0,2.3,65.26,0
2.3,1.7,68.83,0
4.0,1.5,71.26,0
9.0,1.9,66.22,0
4.3,2.9,63.91,0
0.0,3.5,69.7,0
2.6,2.4,84.09,0
0.0,1.5,78.39,0
0.0,1.7,73.22,0
4.0,1.8,63.04,0
4.4,3.3,60.43,0
0.3,3.8,63.43,0
1.8,1.8,55.87,0
8.9,1.4,56.61,0
6.8,2.4,53.26,0
2.3,3.2,52.61,0
4.4,2.5,59.78,0
0.0,2.8,81.87,0
0.1,2.0,51.09,0
4.0,2.4,66.52,0
0.0,1.7,53.65,0
2.5,1.6,49.57,0
3.8,2.0,49.04,0
6.3,2.3,59.87,0
1.9,2.6,66.91,0
1.4,3.0,69.74,0
8.3,2.0,70.17,0
5.6,0.0,80.09,0
10.0,0.0,83.96,0
4.9,2.7,63.74,0
6.3,2.4,43.43,0
10.0,4.5,62.13,0
10.0,3.6,85.52,0
5.6,5.2,71.74,0
0.0,3.2,50.04,0
6.9,2.2,60.43,0
6.9,1.9,64.22,0
2.6,3.4,76.17,0
0.0,3.0,73.39,0
0.0,2.7,46.35,0
1.4,1.8,54.17,0
5.0,1.6,67.0,0
6.5,1.5,42.3,0
2.9,1.8,42.83,0
0.5,1.4,58.13,0
3.1,1.6,73.83,0
4.8,1.7,73.35,0
9.5,2.6,48.96,0
5.8,2.0,35.22,0
